"lower_95","upper_95","point_val","tdist_df","true_val","regcoeff"
-0.402561985712779,0.414266142421911,0.00585207835456596,27,0,"Gluc_BMI"
-0.0962083255384059,0.153881300344329,0.0288364874029616,27,0,"Gluc_BP"
0.259817131193184,0.350263785869494,0.305040458531339,81,0.3,"Gluc_Chol"
-0.193156143408579,0.684963001674641,0.245903429133031,81,0,"Gluc_BMI"
-0.107117381478809,0.151990868479937,0.0224367435005641,81,0,"Gluc_BP"
0.220432311102923,0.317031152469087,0.268731731786005,243,0.3,"Gluc_Chol"
-0.37241543077671,0.512832777869373,0.0702086735463313,243,0,"Gluc_BMI"
-0.253714162511334,0.0230634210372807,-0.115325370737027,243,0,"Gluc_BP"
0.286714815807173,0.378996276521879,0.332855546164526,729,0.3,"Gluc_Chol"
-0.631226172892363,0.256111790664528,-0.187557191113918,729,0,"Gluc_BMI"
-0.0453919793329696,0.203968036650854,0.0792880286589421,729,0,"Gluc_BP"
0.266730855140714,0.358142381521414,0.312436618331064,2187,0.3,"Gluc_Chol"
-0.367038448481584,0.486183158318651,0.0595723549185337,2187,0,"Gluc_BMI"
-0.194190192493071,0.0379528185808058,-0.0781186869561327,2187,0,"Gluc_BP"
0.220847199169546,0.333268261605004,0.277057730387275,3,0.3,"Gluc_Chol"
0.100947322799634,1.10033278717162,0.600640054985626,3,0,"Gluc_BMI"
-0.216551944781024,0.0613277005600191,-0.0776121221105022,3,0,"Gluc_BP"
0.239108273224537,0.325180817088964,0.28214454515675,9,0.3,"Gluc_Chol"
-0.384991328424966,0.420612326111648,0.0178104988433412,9,0,"Gluc_BMI"
0.00565520042217503,0.24344891008293,0.124552055252553,9,0,"Gluc_BP"
0.251702434733229,0.347415660951047,0.299559047842138,27,0.3,"Gluc_Chol"
-0.224204708103849,0.577988630608505,0.176891961252328,27,0,"Gluc_BMI"
-0.06812333356721,0.176791153727204,0.0543339100799968,27,0,"Gluc_BP"
0.244987459154295,0.335708909804406,0.290348184479351,81,0.3,"Gluc_Chol"
-0.385193041726047,0.49341382398527,0.0541103911296111,81,0,"Gluc_BMI"
-0.167919735899958,0.0892160986158265,-0.0393518186420656,81,0,"Gluc_BP"
0.258474748617593,0.344932477616148,0.30170361311687,243,0.3,"Gluc_Chol"
-0.260643575422273,0.558454662419237,0.148905543498482,243,0,"Gluc_BMI"
-0.114703877919441,0.129908940433699,0.00760253125712916,243,0,"Gluc_BP"
0.255296993170124,0.349475098196388,0.302386045683256,729,0.3,"Gluc_Chol"
-0.356600333592521,0.479484880546838,0.0614422734771582,729,0,"Gluc_BMI"
-0.0195387870106431,0.222253476511664,0.101357344750511,729,0,"Gluc_BP"
0.252126964630021,0.342228420541737,0.297177692585879,2187,0.3,"Gluc_Chol"
-0.447157838461651,0.426839853066825,-0.0101589926974127,2187,0,"Gluc_BMI"
-0.152367862011496,0.111284830684017,-0.0205415156637395,2187,0,"Gluc_BP"
0.210307252388014,0.32857962239974,0.269443437393877,3,0.3,"Gluc_Chol"
-0.874847507870929,0.160483066106619,-0.357182220882155,3,0,"Gluc_BMI"
-0.358711952952129,-0.0567576756796297,-0.20773481431588,3,0,"Gluc_BP"
0.243727241423923,0.342364575063832,0.293045908243877,9,0.3,"Gluc_Chol"
-0.886945046276163,0.0320587670369625,-0.4274431396196,9,0,"Gluc_BMI"
-0.0665389116293961,0.214881467554531,0.0741712779625674,9,0,"Gluc_BP"
0.209932555847051,0.296200387567816,0.253066471707433,27,0.3,"Gluc_Chol"
-0.418115436110995,0.396755209692237,-0.0106801132093789,27,0,"Gluc_BMI"
-0.153365882965238,0.0893722385958553,-0.0319968221846912,27,0,"Gluc_BP"
0.257535329938798,0.345205203119791,0.301370266529295,81,0.3,"Gluc_Chol"
-0.524553352828229,0.313865120359235,-0.105344116234497,81,0,"Gluc_BMI"
-0.160685256784653,0.0892691468501466,-0.0357080549672533,81,0,"Gluc_BP"
0.270896463954919,0.367198844708826,0.319047654331872,243,0.3,"Gluc_Chol"
-0.577532119258744,0.292397507172242,-0.142567306043251,243,0,"Gluc_BMI"
-0.0205202910558824,0.244008467504196,0.111744088224157,243,0,"Gluc_BP"
0.243171442669567,0.335621156851387,0.289396299760477,729,0.3,"Gluc_Chol"
-0.495745655451827,0.329034667466524,-0.0833554939926515,729,0,"Gluc_BMI"
-0.0786738421945936,0.18467172484514,0.0529989413252734,729,0,"Gluc_BP"
0.285399302137364,0.38359207213171,0.334495687134537,2187,0.3,"Gluc_Chol"
-0.292425832737837,0.536251076759467,0.121912622010815,2187,0,"Gluc_BMI"
-0.0171395913061343,0.231389772749695,0.107125090721781,2187,0,"Gluc_BP"
0.230176964743095,0.318044458209716,0.274110711476406,3,0.3,"Gluc_Chol"
0.0705418294074998,0.911834771137681,0.491188300272591,3,0,"Gluc_BMI"
-0.0192299393755412,0.237007122326789,0.108888591475624,3,0,"Gluc_BP"
0.223665881727559,0.317472147741827,0.270569014734693,9,0.3,"Gluc_Chol"
-0.354734863179708,0.544582589699901,0.0949238632600963,9,0,"Gluc_BMI"
-0.144237542118939,0.136572593651303,-0.003832474233818,9,0,"Gluc_BP"
0.240906932881778,0.333739477747832,0.287323205314805,27,0.3,"Gluc_Chol"
-0.721234540594046,0.12239875296463,-0.299417893814708,27,0,"Gluc_BMI"
-0.0741408721435421,0.174078268239333,0.0499686980478955,27,0,"Gluc_BP"
0.261198941607264,0.347088586493064,0.304143764050164,81,0.3,"Gluc_Chol"
-0.842543060138025,0.0328021310293,-0.404870464554363,81,0,"Gluc_BMI"
-0.0683861746759683,0.191573830269886,0.0615938277969586,81,0,"Gluc_BP"
0.261481942290857,0.359501642694841,0.310491792492849,243,0.3,"Gluc_Chol"
-0.323912019793416,0.559342868990758,0.117715424598671,243,0,"Gluc_BMI"
-0.148110431244422,0.109613488080613,-0.0192484715819044,243,0,"Gluc_BP"
0.214589093058698,0.313909344159031,0.264249218608864,729,0.3,"Gluc_Chol"
-0.955164428013271,-0.0685817427505093,-0.51187308538189,729,0,"Gluc_BMI"
-0.0436143242845582,0.236116719107691,0.0962511974115663,729,0,"Gluc_BP"
0.264205545067041,0.35809321662002,0.31114938084353,2187,0.3,"Gluc_Chol"
-0.323732930885072,0.4837182700629,0.0799926695889138,2187,0,"Gluc_BMI"
-0.135850475456908,0.122147596202349,-0.00685143962727958,2187,0,"Gluc_BP"
0.31049567566567,0.407355720958036,0.358925698311853,3,0.3,"Gluc_Chol"
-0.201036302306904,0.625138525294983,0.21205111149404,3,0,"Gluc_BMI"
-0.188878881880144,0.0853432761791249,-0.0517678028505096,3,0,"Gluc_BP"
0.26248569745444,0.358815563584024,0.310650630519232,9,0.3,"Gluc_Chol"
-0.561607010042914,0.279891721867736,-0.140857644087589,9,0,"Gluc_BMI"
-0.0431784937636278,0.211666819820063,0.0842441630282174,9,0,"Gluc_BP"
0.245852583316793,0.333979100947977,0.289915842132385,27,0.3,"Gluc_Chol"
-0.354887182355567,0.432939369584674,0.0390260936145532,27,0,"Gluc_BMI"
-0.0547996657401875,0.197713497602426,0.071456915931119,27,0,"Gluc_BP"
0.283685838799796,0.381747046272708,0.332716442536252,81,0.3,"Gluc_Chol"
0.0512119811735139,0.992358658040386,0.52178531960695,81,0,"Gluc_BMI"
-0.184199227499754,0.102319288777083,-0.0409399693613356,81,0,"Gluc_BP"
0.287704088266176,0.378182151873104,0.33294312006964,243,0.3,"Gluc_Chol"
-0.357260203118569,0.45567237377739,0.0492060853294104,243,0,"Gluc_BMI"
-0.0723872269231625,0.175091449833552,0.0513521114551947,243,0,"Gluc_BP"
0.272131070390074,0.366312495714523,0.319221783052298,729,0.3,"Gluc_Chol"
-0.788999417971335,0.059544537254999,-0.364727440358168,729,0,"Gluc_BMI"
-0.0216512072907493,0.216877567332277,0.0976131800207641,729,0,"Gluc_BP"
0.231152494355396,0.328163027130586,0.279657760742991,2187,0.3,"Gluc_Chol"
-0.208547805171291,0.653212425820787,0.222332310324748,2187,0,"Gluc_BMI"
-0.155534548317535,0.104530239225633,-0.0255021545459514,2187,0,"Gluc_BP"
0.21778699219973,0.317830093117878,0.267808542658804,3,0.3,"Gluc_Chol"
-0.448520454300462,0.352239166575989,-0.0481406438622365,3,0,"Gluc_BMI"
-0.181120739268064,0.0746572027488837,-0.0532317682595903,3,0,"Gluc_BP"
0.295841151965788,0.388137003714444,0.341989077840116,9,0.3,"Gluc_Chol"
-0.606490066252573,0.264238232678474,-0.171125916787049,9,0,"Gluc_BMI"
-0.00828841544665397,0.24859227514034,0.120151929846843,9,0,"Gluc_BP"
0.266550712438996,0.361690161163061,0.314120436801028,27,0.3,"Gluc_Chol"
-0.407904750027496,0.435817189208716,0.0139562195906102,27,0,"Gluc_BMI"
-0.0567681834393102,0.210656624011718,0.0769442202862038,27,0,"Gluc_BP"
0.229347516837646,0.317400604238001,0.273374060537823,81,0.3,"Gluc_Chol"
-0.383816198929439,0.462807566292242,0.0394956836814016,81,0,"Gluc_BMI"
-0.156328803671763,0.10153999148128,-0.0273944060952416,81,0,"Gluc_BP"
0.281834070364653,0.374237811562958,0.328035940963806,243,0.3,"Gluc_Chol"
-0.175160315878334,0.658346951881715,0.24159331800169,243,0,"Gluc_BMI"
-0.204530616465892,0.0268845678520988,-0.0888230243068967,243,0,"Gluc_BP"
0.268100019279949,0.363605624030565,0.315852821655257,729,0.3,"Gluc_Chol"
-0.424865760259963,0.414225733891218,-0.00532001318437254,729,0,"Gluc_BMI"
-0.0605034834735864,0.208059366163526,0.0737779413449697,729,0,"Gluc_BP"
0.225650227675657,0.313122006211371,0.269386116943514,2187,0.3,"Gluc_Chol"
-0.0635777092022512,0.748636265952582,0.342529278375166,2187,0,"Gluc_BMI"
-0.153149668188383,0.0973981724055334,-0.0278757478914247,2187,0,"Gluc_BP"
0.218209993630514,0.317765018012353,0.267987505821434,3,0.3,"Gluc_Chol"
-0.60822057932791,0.260771293395948,-0.173724642965981,3,0,"Gluc_BMI"
-0.257686769375755,0.0105774903170087,-0.123554639529373,3,0,"Gluc_BP"
0.300396487794114,0.3985507160435,0.349473601918807,9,0.3,"Gluc_Chol"
-0.735292233409128,0.157301087450992,-0.288995572979068,9,0,"Gluc_BMI"
-0.191756697927115,0.0910250313465327,-0.050365833290291,9,0,"Gluc_BP"
0.2962590810728,0.38935770758983,0.342808394331315,27,0.3,"Gluc_Chol"
-0.356522693543073,0.506438778984715,0.0749580427208214,27,0,"Gluc_BMI"
-0.212538665717764,0.0506938946535269,-0.0809223855321187,27,0,"Gluc_BP"
0.255284255448368,0.349011083611547,0.302147669529958,81,0.3,"Gluc_Chol"
-0.459464317351207,0.404339268474517,-0.027562524438345,81,0,"Gluc_BMI"
-0.0618478934006488,0.189850961675302,0.0640015341373266,81,0,"Gluc_BP"
0.280240908806904,0.370908310039595,0.32557460942325,243,0.3,"Gluc_Chol"
-0.286198291856029,0.584037511655844,0.148919609899908,243,0,"Gluc_BMI"
0.00832428385755404,0.263247760759993,0.135786022308773,243,0,"Gluc_BP"
0.276913600672496,0.368370770624838,0.322642185648667,729,0.3,"Gluc_Chol"
-0.142658882752046,0.660181100901271,0.258761109074613,729,0,"Gluc_BMI"
-0.167576918317395,0.06343606365093,-0.0520704273332326,729,0,"Gluc_BP"
0.231984701854245,0.3237900536348,0.277887377744523,2187,0.3,"Gluc_Chol"
-0.5756807448015,0.22152199472146,-0.17707937504002,2187,0,"Gluc_BMI"
-0.0519110497513551,0.178581705083224,0.0633353276659347,2187,0,"Gluc_BP"
0.150962012666609,0.235633381389211,0.19329769702791,3,0.3,"Gluc_Chol"
-0.535843623473056,0.251714926885816,-0.14206434829362,3,0,"Gluc_BMI"
-0.117744598283078,0.120837796143357,0.00154659893013923,3,0,"Gluc_BP"
0.306585347342479,0.402734373937015,0.354659860639747,9,0.3,"Gluc_Chol"
-0.309073729214989,0.599765820303168,0.14534604554409,9,0,"Gluc_BMI"
-0.0649364680030522,0.197188528902366,0.0661260304496569,9,0,"Gluc_BP"
0.270606942572017,0.35574997177898,0.313178457175498,27,0.3,"Gluc_Chol"
-0.106837189255123,0.698885100836149,0.296023955790513,27,0,"Gluc_BMI"
-0.152997379250003,0.0976470831396197,-0.0276751480551916,27,0,"Gluc_BP"
0.205315382760267,0.292965380901787,0.249140381831027,81,0.3,"Gluc_Chol"
-0.498081992222417,0.292839484367508,-0.102621253927455,81,0,"Gluc_BMI"
-0.113384135745835,0.147007900506923,0.0168118823805442,81,0,"Gluc_BP"
0.286991710331882,0.389855085178609,0.338423397755246,243,0.3,"Gluc_Chol"
-0.396799404772855,0.483380522005481,0.043290558616313,243,0,"Gluc_BMI"
-0.144854678741448,0.139350907041946,-0.00275188584975084,243,0,"Gluc_BP"
0.257308143105838,0.347475668201432,0.302391905653635,729,0.3,"Gluc_Chol"
-0.384642952985731,0.436613633349607,0.0259853401819376,729,0,"Gluc_BMI"
-0.173184815772739,0.0653532508618583,-0.0539157824554402,729,0,"Gluc_BP"
0.199856001348195,0.291248799322005,0.2455524003351,2187,0.3,"Gluc_Chol"
-0.662031907488794,0.155554358910507,-0.253238774289144,2187,0,"Gluc_BMI"
-0.181623005056963,0.0635737427326394,-0.0590246311621616,2187,0,"Gluc_BP"
0.256293495319786,0.350538801854988,0.303416148587387,3,0.3,"Gluc_Chol"
0.0861051460092482,0.960189927947349,0.523147536978299,3,0,"Gluc_BMI"
-0.12024331441783,0.150328109869951,0.0150423977260605,3,0,"Gluc_BP"
0.251708650076272,0.349414270363631,0.300561460219951,9,0.3,"Gluc_Chol"
-0.3710655018032,0.484878109174977,0.0569063036858885,9,0,"Gluc_BMI"
-0.073855687243191,0.194338043505921,0.0602411781313648,9,0,"Gluc_BP"
0.249816396186372,0.341899139563747,0.295857767875059,27,0.3,"Gluc_Chol"
-0.405641538023147,0.47708377411172,0.0357211180442866,27,0,"Gluc_BMI"
-0.123752641726677,0.128170449577346,0.00220890392533437,27,0,"Gluc_BP"
0.232389948627588,0.330964835974118,0.281677392300853,81,0.3,"Gluc_Chol"
-0.169205993348511,0.708521939839327,0.269657973245408,81,0,"Gluc_BMI"
-0.20408754227356,0.0580536384298483,-0.073016951921856,81,0,"Gluc_BP"
0.23519689897617,0.324343472147564,0.279770185561867,243,0.3,"Gluc_Chol"
-0.533389470780945,0.283310681310535,-0.125039394735205,243,0,"Gluc_BMI"
-0.170002666666432,0.0813420917440535,-0.044330287461189,243,0,"Gluc_BP"
0.277963957820628,0.372611336623128,0.325287647221878,729,0.3,"Gluc_Chol"
0.0837958931459896,1.0080674577491,0.545931675447546,729,0,"Gluc_BMI"
-0.130809587322719,0.141380191728902,0.00528530220309149,729,0,"Gluc_BP"
0.284954091034041,0.370718452388901,0.327836271711471,2187,0.3,"Gluc_Chol"
-0.194650353025559,0.580558099384886,0.192953873179664,2187,0,"Gluc_BMI"
-0.0669686724509241,0.162874904705314,0.0479531161271948,2187,0,"Gluc_BP"
0.313462837455092,0.420394850813453,0.366928844134273,3,0.3,"Gluc_Chol"
-0.491340498474609,0.341299048804797,-0.0750207248349058,3,0,"Gluc_BMI"
-0.0170699032906282,0.240921774862725,0.111925935786048,3,0,"Gluc_BP"
0.205733142693593,0.310708758328738,0.258220950511166,9,0.3,"Gluc_Chol"
-0.253531253509125,0.655065735857894,0.200767241174385,9,0,"Gluc_BMI"
-0.0885935244406795,0.185242281908476,0.048324378733898,9,0,"Gluc_BP"
0.234200449521212,0.318473832726906,0.276337141124059,27,0.3,"Gluc_Chol"
-0.55192096745565,0.241715201070549,-0.155102883192551,27,0,"Gluc_BMI"
-0.20042217231258,0.0408325069275676,-0.0797948326925063,27,0,"Gluc_BP"
0.253622025505919,0.350990550301324,0.302306287903621,81,0.3,"Gluc_Chol"
-1.06994980945619,-0.183588696722668,-0.62676925308943,81,0,"Gluc_BMI"
-0.0958754767744511,0.162397690865498,0.0332611070455235,81,0,"Gluc_BP"
0.263428787455398,0.350962704163358,0.307195745809378,243,0.3,"Gluc_Chol"
-0.210298050691892,0.567850073663892,0.178776011486,243,0,"Gluc_BMI"
-0.225618831933633,0.0205950489278009,-0.102511891502916,243,0,"Gluc_BP"
0.301105533790388,0.393097728225682,0.347101631008035,729,0.3,"Gluc_Chol"
-0.7957787032159,0.00283232119995419,-0.396473191007973,729,0,"Gluc_BMI"
-0.131774518097014,0.110960057137408,-0.0104072304798029,729,0,"Gluc_BP"
0.253429056315473,0.343339372884804,0.298384214600138,2187,0.3,"Gluc_Chol"
-0.0879351141723906,0.751748229912144,0.331906557869877,2187,0,"Gluc_BMI"
-0.261806578176921,-0.0256520617951569,-0.143729319986039,2187,0,"Gluc_BP"
0.312111137692068,0.418102747310182,0.365106942501125,3,0.3,"Gluc_Chol"
-0.0695968295559431,0.752375484836298,0.341389327640177,3,0,"Gluc_BMI"
-0.0853946045330918,0.203980590323554,0.0592929928952311,3,0,"Gluc_BP"
0.269800009967078,0.360461433222308,0.315130721594693,9,0.3,"Gluc_Chol"
-0.559822197435261,0.260692416715713,-0.149564890359774,9,0,"Gluc_BMI"
-0.0898336636567854,0.165516140384109,0.0378412383636617,9,0,"Gluc_BP"
0.309401967006423,0.402548085687986,0.355975026347204,27,0.3,"Gluc_Chol"
-0.716703700180477,0.166007172891821,-0.275348263644328,27,0,"Gluc_BMI"
-0.126056422786216,0.138788441893433,0.00636600955360882,27,0,"Gluc_BP"
0.267729808514778,0.355081412311022,0.3114056104129,81,0.3,"Gluc_Chol"
-0.515509074923239,0.317349953895781,-0.0990795605137292,81,0,"Gluc_BMI"
-0.0229954473422161,0.226764861678365,0.101884707168074,81,0,"Gluc_BP"
0.246114915666702,0.333236039352857,0.289675477509779,243,0.3,"Gluc_Chol"
-0.584301314359363,0.251357469878442,-0.166471922240461,243,0,"Gluc_BMI"
-0.030342139661507,0.208645772046587,0.0891518161925399,243,0,"Gluc_BP"
0.279969883860108,0.371705303018097,0.325837593439103,729,0.3,"Gluc_Chol"
-0.350337287862113,0.491896175211181,0.070779443674534,729,0,"Gluc_BMI"
-0.0925385370024951,0.146224084498843,0.0268427737481741,729,0,"Gluc_BP"
0.227495729222209,0.320867973715403,0.274181851468806,2187,0.3,"Gluc_Chol"
-0.641856652934972,0.225707110980669,-0.208074770977151,2187,0,"Gluc_BMI"
-0.14402140189855,0.101747732729172,-0.0211368345846891,2187,0,"Gluc_BP"
0.211078324751376,0.323643211509945,0.26736076813066,3,0.3,"Gluc_Chol"
0.313739638986441,1.21360869240893,0.763674165697686,3,0,"Gluc_BMI"
-0.130340313935907,0.15958606685585,0.0146228764599719,3,0,"Gluc_BP"
